R0000100,T0897400,T0897500,T2053900,T2054000,T3024800,T3024900,T3955100,T3955200,T4892800,T4892900
3287,6,1,6,0,6,0,5,11,5,11
3288,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3289,6,1,6,3,6,2,-5,-5,6,2
3290,6,0,6,1,6,0,6,0,6,0
3291,5,7,5,8,-5,-5,5,7,5,7
3292,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3293,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3294,5,5,5,5,5,5,5,5,5,5
3295,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3296,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3297,5,6,5,6,5,6,5,7,5,7
3298,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3299,-5,-5,5,3,-5,-5,-5,-5,-5,-5
3300,-5,-5,5,2,-5,-5,-5,-5,5,0
3301,-5,-5,5,9,-5,-5,5,9,5,9
3302,5,9,5,9,5,9,5,9,-5,-5
3303,5,5,5,5,5,5,5,5,5,5
3304,5,5,5,5,5,5,5,5,5,5
3305,5,4,5,4,5,4,5,4,5,4
3306,5,1,5,2,5,3,5,2,5,3
3307,5,10,5,10,5,9,5,10,5,9
3308,5,3,5,2,5,3,5,4,-5,-5
3309,5,6,5,6,5,7,5,6,5,7
3310,6,0,6,0,6,0,6,0,6,0
3311,5,8,5,8,5,8,5,8,5,8
3312,5,5,5,5,5,5,5,5,5,5
3313,6,1,6,1,6,0,6,0,6,0
3314,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3315,5,1,5,1,5,1,5,2,5,2
3316,5,6,5,6,5,4,5,4,5,5
3317,5,3,5,3,5,4,5,3,5,3
3318,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3319,5,11,5,10,5,10,5,10,5,9
3320,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3321,5,5,5,6,5,6,5,5,5,5
3322,5,4,5,4,5,4,5,3,5,5
3323,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3324,5,10,5,11,5,11,5,11,5,11
3325,5,8,5,8,5,8,5,8,5,7
3326,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3327,-5,-5,-5,-5,5,7,5,7,5,7
3328,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3329,5,8,-5,-5,5,8,5,8,5,8
3330,5,7,5,8,5,8,5,8,5,8
3331,6,0,6,0,6,2,6,0,-5,-5
3332,5,2,5,2,5,2,5,2,5,2
3333,6,1,6,1,6,1,6,1,6,1
3334,-5,-5,-5,-5,6,1,6,1,6,1
3335,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3336,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3337,7,7,5,8,5,8,5,8,-5,-5
3338,5,5,5,4,5,4,5,4,5,4
3339,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3340,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3341,5,4,5,4,5,4,5,5,5,5
3342,-4,8,5,8,5,8,5,8,5,8
3343,5,5,5,5,5,5,5,5,5,5
3344,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3345,5,7,5,7,5,7,5,7,-1,-1
3346,5,7,5,7,5,7,5,7,5,7
3347,5,6,5,4,5,7,5,6,5,6
3348,5,8,-5,-5,-5,-5,-5,-5,-5,-5
3349,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3350,5,6,5,7,5,6,5,6,5,6
3351,6,1,6,2,6,2,6,1,6,1
3352,5,6,5,6,5,6,5,5,5,6
3353,5,8,5,8,5,8,5,8,5,8
3354,5,8,5,8,5,8,5,8,5,8
3355,5,6,5,5,5,6,5,6,5,6
3356,5,6,5,6,5,6,5,6,5,6
3357,5,9,5,8,5,8,5,7,5,8
3358,5,11,5,11,-5,-5,-5,-5,-5,-5
3359,6,1,6,1,6,0,6,1,6,1
3360,5,4,5,4,5,4,5,4,5,4
3361,5,9,5,9,5,-4,5,9,5,9
3362,5,8,5,7,5,8,5,8,5,8
3363,5,5,5,5,5,5,5,5,5,5
3364,5,5,5,5,-5,-5,-5,-5,-5,-5
3365,5,9,5,9,5,8,5,8,5,8
3366,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3367,5,5,5,5,5,5,5,4,5,4
3368,5,5,5,5,5,5,5,5,5,4
3369,5,4,5,4,5,3,5,4,5,4
3370,5,4,5,4,5,4,5,4,5,4
3371,5,5,5,5,5,5,5,6,5,5
3372,5,9,-1,-1,5,9,5,9,-5,-5
3373,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3374,6,0,6,0,6,0,6,0,6,0
3375,5,8,5,8,5,9,5,9,-5,-5
3376,5,8,5,8,5,8,-5,-5,-5,-5
3377,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3378,5,4,5,4,5,3,5,4,5,4
3379,5,4,5,4,5,4,5,4,5,4
3380,5,10,5,10,5,10,5,10,5,10
3381,6,0,6,0,6,0,6,0,6,0
3382,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3383,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3384,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3385,6,3,6,3,6,4,6,3,6,3
3386,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3387,5,2,5,2,5,3,5,2,5,2
3388,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3389,5,11,-5,-5,5,11,5,11,5,11
3390,5,9,5,9,5,9,5,9,5,10
3391,6,3,6,3,6,3,6,3,6,3
3392,5,8,-1,-1,5,8,5,9,5,9
3393,5,1,5,1,5,2,5,1,5,1
3394,5,9,5,9,5,9,5,9,5,9
3395,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3396,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3397,5,7,5,7,5,7,-5,-5,-5,-5
3398,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3399,5,9,5,9,5,9,5,9,5,9
3400,6,1,6,1,6,1,6,1,6,1
3401,5,10,5,10,5,10,5,10,5,10
3402,5,5,5,5,5,5,5,5,5,5
3403,5,11,5,11,5,11,5,11,5,11
3404,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3405,6,3,6,2,6,2,6,3,6,3
3406,5,3,5,4,5,4,5,3,5,3
3407,5,4,5,4,5,4,-5,-5,-5,-5
3408,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3409,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3410,5,8,5,8,5,8,5,8,5,8
3411,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3412,5,10,5,9,5,7,-5,-5,-5,-5
3413,5,5,5,5,5,5,5,5,-5,-5
3414,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3415,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3416,5,3,5,2,5,3,5,3,5,3
3417,5,9,5,10,5,9,5,9,5,9
3418,5,7,5,7,5,7,5,7,5,7
3419,-5,-5,-5,-5,5,5,5,5,5,5
3420,6,1,6,1,6,2,6,1,6,1
3421,5,7,5,7,5,7,5,6,5,6
3422,5,3,5,3,5,4,5,4,5,4
3423,5,5,5,5,5,5,5,5,5,5
3424,5,4,5,4,5,3,5,4,5,4
3425,6,0,6,0,-5,-5,-5,-5,-5,-5
3426,5,5,5,5,5,5,5,5,5,5
3427,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3428,5,4,5,4,5,4,5,4,5,4
3429,5,4,5,4,5,4,5,4,5,4
3430,5,8,5,8,5,8,5,8,5,8
3431,5,11,5,11,5,11,5,11,5,11
3432,5,4,5,3,5,3,5,3,5,4
3433,5,2,5,2,5,2,5,2,5,2
3434,5,1,5,2,5,2,5,1,5,2
3435,5,0,4,11,4,11,5,0,4,11
3436,5,3,-2,-2,5,3,5,5,5,2
3437,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3438,5,4,5,4,5,4,5,5,5,5
3439,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3440,6,2,6,3,6,2,6,2,6,2
3441,6,1,6,1,6,0,6,1,6,0
3442,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3443,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3444,5,8,5,8,5,8,5,5,5,5
3445,5,5,5,5,5,5,5,5,5,5
3446,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3447,5,2,5,2,-5,-5,5,2,5,2
3448,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3449,6,0,6,0,-4,-4,-5,-5,-5,-5
3450,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3451,5,8,5,8,5,8,5,8,5,8
3452,5,7,5,7,5,7,5,7,5,6
3453,6,-4,6,1,6,0,6,0,6,0
3454,5,2,5,2,5,2,5,3,5,2
3455,5,10,5,10,-5,-5,-5,-5,-5,-5
3456,5,5,5,5,5,5,5,4,5,4
3457,5,4,5,4,5,4,5,5,5,4
3458,5,4,5,3,5,3,5,3,5,3
3459,5,7,5,7,5,7,5,6,5,6
3460,5,9,5,9,5,9,5,9,5,9
3461,-5,-5,5,10,5,10,5,10,5,10
3462,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3463,5,6,5,7,5,6,5,6,5,7
3464,6,2,6,2,6,2,6,2,6,2
3465,5,9,5,8,5,9,5,8,5,8
3466,6,3,6,3,6,3,6,3,6,3
3467,5,4,5,4,5,4,5,4,5,4
3468,6,0,6,-4,6,0,6,0,6,0
3469,5,4,5,4,5,4,5,4,5,4
3470,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3471,6,6,6,6,6,6,6,6,6,6
3472,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3473,5,9,5,10,5,9,5,10,5,9
3474,-5,-5,-5,-5,-5,-5,5,10,5,9
3475,5,4,5,4,5,4,5,4,5,4
3476,5,6,5,6,5,6,5,5,5,6
3477,5,7,5,7,5,7,-5,-5,5,6
3478,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3479,6,0,6,0,6,0,6,0,6,0
3480,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3481,5,9,5,8,5,8,5,8,5,8
3482,5,5,5,5,5,5,5,5,5,5
3483,5,4,5,4,5,4,5,4,5,4
3484,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3485,5,3,5,4,-5,-5,-5,-5,-5,-5
3486,-5,-5,5,4,5,4,5,4,5,4
3487,5,7,5,7,-5,-5,5,7,5,7
3488,-5,-5,5,4,-5,-5,-5,-5,-5,-5
3489,-5,-5,-5,-5,5,10,5,10,5,11
3490,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3491,5,5,-5,-5,5,5,5,5,5,5
3492,6,4,6,4,6,4,6,4,6,4
3493,5,11,5,1,6,0,6,0,6,0
3494,5,9,5,9,5,9,5,9,5,9
3495,5,6,5,6,5,6,5,5,5,6
3496,5,3,5,3,5,3,5,3,5,3
3497,5,10,5,10,5,10,5,10,5,10
3498,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3499,-5,-5,5,7,5,8,-5,-5,-5,-5
3500,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3502,5,1,5,1,5,1,5,1,5,1
3503,5,10,-5,-5,-5,-5,-5,-5,-5,-5
3504,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3505,5,5,5,4,5,5,5,5,-5,-5
3506,5,7,5,7,5,7,5,5,5,5
3507,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3508,4,11,4,11,4,11,5,2,4,11
3509,5,6,5,6,5,6,5,7,5,7
3510,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3511,5,7,5,6,5,7,5,7,-5,-5
3512,5,4,5,4,5,4,5,4,5,3
3513,6,4,6,4,6,4,6,3,6,4
3514,5,4,5,4,5,4,5,4,5,4
3515,5,8,5,8,5,8,5,8,5,7
3516,6,5,6,5,6,5,6,5,6,5
3517,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3518,-5,-5,5,9,5,9,-5,-5,-5,-5
3519,-5,-5,5,7,5,7,5,7,5,7
3520,-5,-5,-5,-5,-5,-5,6,4,6,4
3521,6,4,6,4,6,4,6,4,6,4
3522,4,11,4,11,4,11,4,11,4,11
3523,5,4,5,4,5,4,5,4,5,4
3524,5,6,5,6,5,6,5,6,5,6
3525,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3526,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3527,5,4,5,4,5,4,5,5,5,5
3528,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3529,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3530,6,1,6,1,6,1,6,1,6,1
3531,5,4,5,5,5,4,5,5,5,5
3532,5,7,5,7,5,7,5,7,5,7
3533,6,0,6,0,6,0,6,0,6,0
3534,-5,-5,5,10,5,10,-5,-5,5,10
3535,5,5,-5,-5,5,5,5,5,-5,-5
3536,5,3,-5,-5,-5,-5,-5,-5,-5,-5
3537,5,8,5,8,5,8,5,7,5,8
3538,6,4,6,4,6,4,6,3,6,4
3539,6,1,6,1,6,1,6,1,6,1
3540,5,10,5,9,5,9,5,10,5,10
3541,-5,-5,-5,-5,5,7,-5,-5,-5,-5
3542,-5,-5,-5,-5,-5,-5,5,3,5,2
3543,5,7,5,6,5,5,5,6,5,6
3544,5,5,5,5,5,5,5,5,5,5
3545,5,6,5,6,5,6,5,6,5,6
3546,5,3,5,2,5,2,5,2,5,3
3547,5,2,5,2,5,3,5,2,-5,-5
3548,5,5,5,6,5,6,5,6,5,6
3549,5,0,5,0,5,1,5,1,5,1
3550,5,10,5,11,5,10,5,10,5,10
3551,5,2,5,2,5,3,5,3,5,3
3552,5,6,5,6,5,6,5,6,5,6
3553,5,10,5,10,5,10,5,8,5,7
3554,5,1,5,1,5,1,5,1,5,1
3555,5,2,5,2,5,2,5,2,5,2
3556,5,8,5,8,5,8,5,8,5,8
3557,5,6,5,6,5,6,5,6,5,6
3558,5,6,5,6,5,6,5,6,5,6
3559,5,7,5,7,5,7,5,6,5,6
3560,5,2,5,2,-4,-4,5,2,5,2
3561,5,9,5,9,5,9,5,9,5,9
3562,6,2,6,2,6,2,6,2,6,2
3563,5,9,5,9,5,9,5,8,5,9
3564,5,6,-4,6,5,6,5,6,5,5
3565,5,2,-5,-5,-5,-5,-5,-5,-5,-5
3566,5,3,5,4,5,4,5,4,5,3
3567,5,9,5,10,5,8,5,9,5,9
3568,-5,-5,-5,-5,5,4,5,4,5,4
3569,6,1,6,1,6,1,6,1,6,1
3570,6,0,6,0,6,0,6,0,6,0
3571,5,11,5,11,5,11,-5,-5,5,11
3572,5,8,5,9,-5,-5,-5,-5,-5,-5
3573,5,11,5,11,5,11,5,11,5,11
3574,5,9,5,10,5,10,5,9,5,9
3575,5,11,5,11,5,11,6,0,5,11
3576,5,6,5,6,5,6,5,6,5,6
3577,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3578,-5,-5,-5,-5,5,7,5,7,5,8
3579,5,9,5,9,5,9,5,9,5,8
3580,5,11,5,10,5,10,5,11,5,11
3581,6,3,6,3,6,3,6,3,6,3
3582,5,10,5,10,5,11,5,10,5,10
3583,5,7,5,7,5,7,5,7,5,7
3584,4,11,4,11,4,11,4,11,5,0
3585,5,10,5,10,-5,-5,-5,-5,-5,-5
3586,5,4,5,4,5,4,5,4,5,4
3587,6,2,6,2,6,2,6,2,6,2
3588,5,11,6,0,5,-4,5,11,5,11
3589,6,0,6,0,6,0,6,0,6,0
3590,-5,-5,5,8,5,8,5,8,5,8
3591,5,11,5,11,5,11,5,11,5,11
3592,5,10,5,10,5,10,5,10,5,10
3593,6,0,5,11,5,11,5,10,5,10
3594,5,6,5,7,5,7,5,6,5,5
3595,6,2,6,3,6,3,6,3,6,3
3596,6,1,6,0,-5,-5,-5,-5,-5,-5
3597,5,6,5,6,5,6,5,7,5,6
3598,6,0,6,0,6,0,6,0,6,0
3599,-5,-5,-5,-5,-5,-5,-5,-5,5,11
3600,6,1,6,1,-5,-5,-5,-5,-5,-5
3601,5,5,5,4,5,5,5,4,5,4
3602,6,0,6,0,6,0,6,0,6,0
3603,5,6,5,7,5,6,5,6,5,6
3604,5,11,5,11,5,11,5,11,5,11
3605,5,3,5,3,5,3,5,3,5,3
3606,5,5,5,6,5,-4,5,5,5,5
3607,5,10,5,10,5,9,-5,-5,-5,-5
3608,5,9,5,9,5,9,5,9,5,9
3609,5,1,5,1,5,1,5,1,5,1
3610,5,8,5,8,5,7,5,8,5,8
3611,5,6,5,6,5,6,5,6,5,6
3612,5,11,5,10,5,10,5,10,-5,-5
3613,-4,-4,5,4,5,4,5,4,5,4
3614,5,6,5,6,5,6,5,6,5,6
3615,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3616,6,0,6,0,5,11,5,11,5,11
3617,5,10,5,10,5,10,5,10,5,10
3618,5,1,5,1,5,2,5,1,5,1
3619,6,0,6,0,6,0,5,11,5,11
3620,6,6,6,4,6,3,6,2,6,3
3621,-5,-5,5,9,-5,-5,-5,-5,-5,-5
3622,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3623,6,3,6,3,6,2,6,2,6,2
3624,5,5,5,5,5,5,5,5,5,5
3625,5,1,5,1,5,1,5,1,5,1
3626,5,4,5,4,5,4,5,4,5,4
3627,6,0,6,0,5,11,5,11,5,11
3628,6,4,6,2,6,2,6,2,6,2
3629,5,4,5,4,5,4,5,4,5,4
3630,5,7,5,7,5,7,5,7,5,6
3631,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3632,5,5,5,6,5,5,5,5,5,6
3633,5,2,5,3,5,3,5,3,5,3
3634,5,7,5,8,5,9,5,9,5,8
3635,5,4,5,4,5,4,5,4,5,4
3636,-5,-5,5,5,5,5,5,4,5,5
3637,5,6,5,6,5,6,5,6,5,6
3638,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3639,5,9,5,9,5,9,5,9,5,9
3640,5,11,5,11,5,11,5,11,5,11
3641,5,2,5,2,5,1,-5,-5,5,0
3642,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3643,5,8,5,7,5,7,5,7,5,7
3644,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3645,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3646,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3647,5,4,5,5,5,4,5,4,5,4
3648,5,2,5,3,5,3,5,3,5,3
3649,5,7,5,7,5,7,5,7,5,7
3650,5,-4,5,3,5,3,5,3,5,3
3651,5,6,5,5,5,5,5,5,5,5
3652,5,5,5,5,5,5,5,5,5,5
3653,6,2,6,2,6,2,-5,-5,-5,-5
3654,5,1,5,1,5,1,5,0,5,1
3655,5,1,5,1,5,2,5,1,5,1
3656,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3657,5,10,5,9,5,9,5,9,5,9
3658,5,6,5,6,5,6,5,6,5,5
3659,5,0,4,11,4,11,4,11,4,11
3660,5,8,5,8,5,7,5,7,5,8
3661,5,6,5,6,5,6,5,6,5,6
3662,5,4,5,3,5,3,5,3,5,3
3663,5,8,5,8,-5,-5,-5,-5,-5,-5
3664,5,9,-5,-5,-5,-5,-5,-5,-5,-5
3665,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3666,6,0,6,0,6,0,-5,-5,-5,-5
3667,5,7,5,7,5,7,2,7,5,-2
3668,5,10,5,10,5,10,5,10,5,10
3669,5,3,5,3,-5,-5,-5,-5,-5,-5
3670,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3671,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3672,5,11,-5,-5,5,11,-5,-5,-5,-5
3673,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3674,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3675,5,10,5,10,5,10,5,10,5,10
3676,6,0,5,11,5,11,5,11,5,11
3677,5,5,5,5,5,5,5,5,5,5
3678,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3679,5,3,5,4,5,4,5,4,5,4
3680,6,1,6,1,6,1,6,1,6,1
3681,5,4,5,4,5,4,5,4,5,2
3682,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3683,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3684,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3685,5,10,5,11,5,11,5,11,5,11
3686,6,0,6,0,6,0,6,0,5,10
3687,5,6,5,6,5,6,5,6,5,6
3688,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3689,6,2,6,2,6,2,6,2,6,2
3690,5,6,5,7,5,6,5,5,5,5
3691,5,4,5,4,5,4,5,4,5,4
3692,-5,-5,5,4,5,4,5,4,5,4
3693,6,1,6,1,6,0,6,1,6,1
3694,5,10,5,9,5,10,5,10,5,10
3695,5,11,5,11,5,11,5,11,5,11
3696,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3697,5,4,5,4,5,4,5,3,5,4
3698,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3699,5,2,5,2,5,2,5,2,5,2
3700,5,4,5,4,5,4,5,4,5,4
3701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3702,-5,-5,5,6,5,1,5,1,5,1
3703,5,7,5,7,5,7,5,7,5,6
3704,5,2,5,2,5,2,5,2,5,2
3705,5,1,5,1,5,2,5,1,5,1
3706,6,0,6,0,6,-4,6,0,6,0
3707,6,0,6,0,6,0,6,0,5,11
3708,5,9,5,9,5,9,5,9,5,9
3709,5,3,5,3,5,3,5,3,5,3
3710,6,-4,6,0,6,0,6,0,6,0
3711,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3712,5,10,5,11,5,10,5,10,5,10
3713,5,7,5,7,5,7,5,7,5,6
3714,5,3,5,3,5,2,-5,-5,5,1
3715,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3716,6,2,6,2,6,2,6,2,-5,-5
3717,-5,-5,-5,-5,5,9,5,10,5,9
3718,5,8,5,8,5,8,5,8,5,9
3719,5,9,5,9,5,9,5,9,5,8
3720,5,4,-5,-5,-5,-5,-5,-5,-5,-5
3721,5,11,5,10,5,10,5,10,5,10
3722,5,8,5,8,5,8,5,8,5,8
3723,5,10,5,11,5,11,5,10,5,10
3724,5,10,5,9,5,9,5,9,6,9
3725,5,7,5,7,5,7,5,7,5,6
3726,5,3,5,4,5,5,5,5,5,5
3727,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3728,5,6,5,6,-5,-5,-5,-5,-5,-5
3729,5,5,5,4,5,4,5,4,5,5
3730,5,8,5,7,5,7,5,7,5,7
3731,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3732,6,5,6,5,6,5,6,5,6,5
3733,5,11,5,11,6,0,5,10,-5,-5
3734,5,4,5,4,5,4,5,4,5,3
3735,5,7,5,7,5,7,-5,-5,-5,-5
3736,5,2,5,1,5,1,5,1,5,1
3737,5,3,5,3,5,3,5,3,5,3
3738,5,4,5,4,5,4,5,4,5,4
3739,5,5,5,5,5,5,5,5,5,5
3740,5,3,5,3,5,3,5,3,5,3
3741,5,2,5,2,5,2,5,2,5,2
3742,5,11,5,11,5,10,5,10,5,10
3743,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3744,5,6,5,6,5,6,5,6,5,6
3745,5,6,5,-4,5,6,5,6,5,6
3746,5,7,5,7,5,7,-5,-5,5,7
3747,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3748,-5,-5,-5,-5,-5,-5,6,1,6,1
3749,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
3750,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3751,6,2,6,2,6,2,6,2,6,2
3752,-5,-5,5,3,5,3,5,3,-5,-5
3753,5,6,5,6,5,6,5,6,5,6
3754,5,1,5,1,5,1,5,0,5,1
3755,5,7,5,7,-4,8,5,8,5,7
3756,5,6,5,6,-5,-5,-5,-5,-5,-5
3757,5,7,5,7,5,7,5,7,5,6
3758,5,5,5,5,5,5,-5,-5,-5,-5
3759,-5,-5,5,6,5,6,5,6,5,6
3760,5,11,5,11,5,11,5,11,5,11
3761,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3762,-5,-5,-5,-5,5,11,-5,-5,-5,-5
3763,6,1,6,1,6,1,6,1,6,1
3764,5,8,5,8,5,8,5,8,5,8
3765,6,0,6,0,6,0,6,0,6,0
3766,5,8,5,8,5,8,5,8,5,8
3767,5,2,-4,3,5,3,5,2,5,3
3768,5,3,5,2,5,2,5,3,5,2
3769,5,5,5,5,5,5,5,5,5,5
3770,5,6,5,6,5,6,5,6,5,6
3771,5,6,5,7,5,6,5,7,5,6
3772,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3773,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3774,5,2,5,2,5,2,5,2,5,2
3775,5,3,5,4,5,4,5,4,5,3
3776,5,9,5,9,5,9,5,9,5,9
3777,5,10,5,11,5,10,5,8,5,8
3778,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3779,5,6,5,6,5,6,5,6,5,6
3780,6,1,6,2,6,1,6,1,6,1
3781,5,6,5,6,5,5,5,5,5,6
3782,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3783,5,6,5,6,5,6,5,6,5,6
3784,5,4,5,4,5,4,5,4,5,4
3785,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3786,5,4,5,4,5,4,5,3,5,35
3787,5,4,5,4,5,4,5,4,5,4
3788,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3789,6,3,6,2,6,3,6,3,6,3
3790,5,2,5,2,5,2,5,2,5,2
3791,5,2,5,2,5,2,5,2,5,1
3792,5,10,5,10,5,9,5,10,5,9
3793,5,4,5,4,5,4,5,-2,5,4
3794,5,10,5,9,5,9,5,10,5,10
3795,6,0,6,0,6,0,6,0,-5,-5
3796,5,8,5,7,5,7,5,7,5,7
3797,5,4,5,4,5,4,5,3,5,3
3798,5,5,5,5,5,-4,5,5,5,5
3799,5,3,5,4,5,4,5,3,5,4
3800,5,0,5,0,5,0,5,0,5,0
3801,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3802,5,5,5,5,5,5,5,5,5,5
3803,6,0,6,0,6,0,6,0,6,0
3804,5,7,5,7,5,8,5,8,5,7
3805,5,11,5,11,5,11,5,11,5,11
3806,5,7,5,7,5,7,5,7,5,7
3807,6,0,6,0,6,0,6,0,6,0
3808,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3809,5,8,5,8,5,8,5,8,5,8
3810,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3811,6,3,6,3,6,3,6,2,6,2
3812,5,8,5,7,5,8,5,7,5,8
3813,5,6,5,6,5,6,5,6,5,6
3814,5,9,5,8,5,8,5,8,5,8
3815,6,2,6,2,6,2,6,2,6,2
3816,5,9,5,9,5,9,5,9,5,8
3817,5,3,5,3,5,3,5,4,5,3
3818,-5,-5,-5,-5,-5,-5,6,1,6,1
3819,5,6,5,6,5,6,5,6,5,6
3820,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3821,5,1,5,1,5,1,5,3,5,1
3822,5,10,5,10,-5,-5,5,10,5,10
3823,5,7,5,7,5,7,5,6,5,6
3824,4,10,4,10,4,10,4,10,-5,-5
3825,5,9,5,9,5,9,5,9,5,9
3826,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3827,5,7,5,8,5,6,5,8,5,9
3828,4,11,4,11,4,11,4,11,4,11
3829,5,9,5,9,5,9,5,9,5,9
